data,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_2,Sub_metering_3
17/12/2006 8:49,2.296,0.048,241.03,9.4,1,0
17/12/2006 8:50,2.278,0.054,241.14,9.4,0,0
17/12/2006 8:51,2.296,0.05,240.7,9.4,0,0
17/12/2006 8:52,2.26,0.056,239.73,9.4,0,0
17/12/2006 8:53,2.94,0.218,238.57,12.4,0,0
17/12/2006 8:54,2.792,0.17,238.51,11.6,0,0
17/12/2006 8:55,1.158,0.248,239.96,6,1,0
17/12/2006 8:56,0.932,0.398,240.25,4.2,0,0
17/12/2006 8:57,2.514,0.368,239.1,11.2,0,0
17/12/2006 8:58,2.984,0.334,239.27,12.4,1,0
17/12/2006 8:59,2.996,0.338,238.94,12.6,1,0
17/12/2006 9:00,2.94,0.31,239.09,12.2,1,0
17/12/2006 9:01,3.278,0.158,239.63,14.2,7,0
17/12/2006 9:02,5.908,0.134,237.9,25.4,38,0
17/12/2006 9:03,7.064,0.124,235.57,30,37,0
17/12/2006 9:04,6.926,0.118,235.35,29.4,37,0
17/12/2006 9:05,6.58,0.056,235.15,28.2,38,0
17/12/2006 9:06,6.05,0,235.22,26.2,37,0
17/12/2006 9:07,6.104,0.05,235.32,25.8,37,0
17/12/2006 9:08,4.762,0.088,237.44,20,38,0
17/12/2006 9:09,4.506,0.088,237.25,19,38,0
17/12/2006 9:10,4.472,0.088,236.34,18.8,37,0
17/12/2006 9:11,3.708,0.084,236.82,16.2,27,0
17/12/2006 9:12,0.724,0.054,240.88,4.6,2,0
17/12/2006 9:13,1.892,0.066,239.37,9,26,0
17/12/2006 9:14,2.012,0,239.17,9,2,0
17/12/2006 9:15,2.372,0,238.36,9.8,1,0
17/12/2006 9:16,2.386,0,238.96,10,0,0
17/12/2006 9:17,2.4,0.064,238.59,10,1,0
17/12/2006 9:18,2.424,0.068,238.48,10,2,0
17/12/2006 9:19,1.066,0.05,240,6,1,0
17/12/2006 9:20,0.38,0,240.77,1.6,2,0
17/12/2006 9:21,1.632,0,239.72,7.8,1,0
17/12/2006 9:22,2.41,0,239.47,10,1,0
17/12/2006 9:23,2.38,0.062,239.45,9.8,0,0
17/12/2006 9:24,2.402,0.06,239.23,10,1,0
17/12/2006 9:25,2.438,0.066,239.37,10.2,1,0
17/12/2006 9:26,2.432,0.066,239.18,10,1,0
17/12/2006 9:27,1.64,0.054,239.87,8,2,0
17/12/2006 9:28,0.424,0,240.71,1.8,2,0
17/12/2006 9:29,1.41,0.124,239.52,7.2,5,0
17/12/2006 9:30,2.722,0.136,237.51,11.4,5,0
17/12/2006 9:31,2.712,0.136,237.44,11.4,5,0
17/12/2006 9:32,2.706,0.134,237.39,11.4,5,0
17/12/2006 9:33,2.488,0.112,237.7,10.4,1,0
17/12/2006 9:34,2.424,0.072,238.73,10,0,0
17/12/2006 9:35,1.258,0.184,239.79,6.8,0,0
17/12/2006 9:36,0.37,0.206,240.85,1.8,0,0
17/12/2006 9:37,0.786,0.202,240.73,4.8,0,0
17/12/2006 9:38,2.474,0.176,238.59,10.4,0,0
17/12/2006 9:39,2.474,0.176,238.58,10.4,0,0
17/12/2006 9:40,2.488,0.178,239.21,10.4,0,0
17/12/2006 9:41,2.486,0.178,239.29,10.4,0,0
17/12/2006 9:42,2.444,0.13,238.64,10.2,0,0
17/12/2006 9:43,2.272,0.048,239.04,9.6,0,0
17/12/2006 9:44,0.338,0.076,241.21,1.4,0,0
17/12/2006 9:45,0.29,0,241.1,1.4,0,0
17/12/2006 9:46,1.466,0,240.92,7.4,0,0
17/12/2006 9:47,2.324,0.05,239.84,9.6,0,0
17/12/2006 9:48,2.32,0.052,239.14,9.6,0,0
17/12/2006 9:49,2.308,0.052,238.59,9.6,0,0
17/12/2006 9:50,2.314,0.054,238.76,9.6,0,0
17/12/2006 9:51,2.312,0.052,239.03,9.6,0,0
17/12/2006 9:52,2.306,0.052,239.26,9.6,0,0
17/12/2006 9:53,0.444,0,241.82,3,0,0
17/12/2006 9:54,0.268,0,242.48,1.2,0,0
17/12/2006 9:55,1.846,0.046,240.12,8.4,0,0
17/12/2006 9:56,2.308,0.054,238.67,9.6,0,0
17/12/2006 9:57,2.29,0.056,238.04,9.6,0,0
17/12/2006 9:58,2.288,0.056,238.09,9.6,0,0
17/12/2006 9:59,2.296,0.054,238.13,9.6,0,0
17/12/2006 10:00,2.292,0.054,238.03,9.6,0,0
17/12/2006 10:01,0.37,0,240.26,2.4,0,0
17/12/2006 10:02,0.472,0,240.15,2.4,0,0
